482128.6954,239462.3792,192990.7341,114169.4733,120731.8607,66080.82591,81883.29778,46097.1296,0.625584,0.250414,0.400289,0.169837,S1
482018.957,238474.9333,191660.9222,111020.6216,116871.4782,62667.83576,75938.14477,42973.37103,0.6096725,0.2424605,0.3976205,0.157539,S1
481863.1966,238415.8857,191256.1829,109720.0898,115342.948,62052.3801,74036.57621,41853.68433,0.602979,0.239365333,0.396908667,0.153642,S1
481827.4537,238280.7919,191185.9665,108935.7588,114830.5658,61333.60494,73090.55444,41305.85022,0.60054325,0.23832025,0.3967925,0.15169075,S1
481813.2307,238182.3637,191034.3344,108677.0299,114434.0331,60968.44171,72523.87613,40955.6504,0.598955,0.2375048,0.3964896,0.1505196,S1
481794.83,238142.0744,191130.7756,108205.5255,114139.6066,60749.64834,72135.2375,40719.35177,0.597128333,0.236903,0.396705167,0.149719,S1
481778.0446,238104.5925,191049.4782,108126.3666,113799.1326,60688.96177,71857.93304,40587.61341,0.595603857,0.236204714,0.396550286,0.149148857,S1
481769.7316,238077.9281,191007.3475,107980.4615,113696.3401,60471.87613,71652.19,40463.06187,0.5952025,0.235995625,0.39646975,0.148724625,S1
481763.7895,238056.7909,190885.8293,108093.5248,113757.3636,60619.94579,71523.34231,40332.09886,0.595909556,0.236125444,0.396222444,0.148459222,S1
481767.2129,238013.5643,190904.8823,107978.3011,113657.3726,60465.56384,71394.36599,40246.95937,0.5953303,0.2359164,0.3962592,0.1481907,S1
481818.9526,237919.2392,190837.4869,107966.6796,113517.5612,60467.96105,71285.47766,40175.78948,0.594808909,0.235601364,0.396077,0.147949273,S1
481810.8356,237924.5108,190842.9922,107870.4354,113452.9912,60415.38954,71183.26862,40122.0902,0.594456,0.235471333,0.396095083,0.14773975,S1
481805.972,237920.2995,190819.045,107827.7954,113399.0048,60340.51504,71106.25668,40095.30956,0.594249462,0.235361692,0.396049385,0.147581462,S1
481799.5042,237917.4912,190810.5963,107779.6215,113326.119,60266.43046,71050.21575,40057.05051,0.593895429,0.235213571,0.396037143,0.147467214,S1
481782.5357,237931.4049,190842.6366,107667.8058,113333.8616,60194.12763,71001.01636,40018.16239,0.593838,0.235238,0.396117667,0.147370333,S1
481813.4637,237878.9554,190831.9978,107636.5385,113280.4769,60196.77879,70948.45218,39983.25866,0.593592563,0.23511225,0.396070188,0.147251938,S1
481815.9959,237870.1875,190811.6763,107610.2157,113235.6037,60191.83453,70920.55711,39951.04327,0.593421588,0.235017941,0.396025941,0.147193353,S1
481820.8674,237858.8182,190826.4979,107584.605,113184.245,60188.54638,70886.01762,39919.76185,0.593107889,0.234909,0.396052722,0.147120222,S1
481817.965,237855.5994,190799.6926,107602.7365,113149.6491,60143.57103,70853.58727,39887.00757,0.593010632,0.234838632,0.395999474,0.147053842,S1
481814.5601,237851.1122,190838.3554,107555.0708,113111.5317,60136.14043,70815.05536,39878.67226,0.59269285,0.2347612,0.39608255,0.14697495,S1
481803.4231,237863.7486,190818.2424,107567.8449,113105.4701,60198.15021,70779.64969,39876.72442,0.592724381,0.234754048,0.396049952,0.146904857,S1
481799.5172,237869.5442,190795.7026,107567.3506,113081.1402,60200.09758,70751.37488,39856.88907,0.592667409,0.234705455,0.396006364,0.146847409,S1
481797.4097,237866.2431,190777.4507,107571.5526,113089.3389,60189.533,70730.58318,39833.06431,0.592767913,0.234723522,0.395970217,0.146804913,S1
481786.7249,237879.516,190798.2591,107522.3186,113086.56,60145.53526,70707.62678,39820.92398,0.592689458,0.234722958,0.396022208,0.146760542,S1
481769.979,237908.4409,190842.5446,107483.351,113058.3727,60125.72143,70688.42358,39801.19045,0.59240632,0.23467256,0.396128,0.1467258,S1
481781.5448,237883.4249,190839.135,107466.3613,113043.0895,60127.0981,70663.30959,39793.43206,0.592337192,0.234635231,0.396111423,0.146670192,S1
481785.1631,237871.079,190821.2181,107569.7344,113014.4404,60140.42273,70652.28885,39786.04495,0.592242815,0.234574037,0.396071259,0.146646259,S1
481788.0915,237866.5628,190812.7912,107590.3419,113003.1926,60139.94202,70635.50586,39777.17331,0.592210357,0.234549286,0.396051357,0.146610571,S1
481781.3659,237872.652,190818.3162,107582.7959,113014.3341,60119.46563,70623.88839,39761.3172,0.592251897,0.23457569,0.396068345,0.146588517,S1
481829.5743,238073.3283,190914.2093,107524.739,113016.3802,60109.47947,70620.61494,39760.61523,0.591969567,0.234556533,0.396227267,0.146567133,S1
486646.8441,240714.9579,191585.1754,107770.1794,112816.5772,60022.17975,70291.37765,39596.91288,0.5890625,0.232312667,0.3942208,0.144736133,S2
486637.9819,240747.0496,191644.0612,107751.4157,112797.4773,60035.63551,70305.23302,39593.83634,0.588781033,0.232277333,0.394350333,0.144767567,S2
486658.5974,240718.6563,191724.8209,107705.5029,112850.4741,59992.3764,70308.97337,39586.8082,0.588808933,0.232377267,0.394500933,0.1447691,S2
486652.3021,240736.1369,191785.1285,107680.8421,112823.6364,60022.38026,70305.82764,39582.77713,0.588484133,0.2323246,0.394631367,0.144764467,S1
486658.3085,240725.4087,191811.0673,107653.4504,112853.9633,60005.07802,70304.38285,39578.90971,0.588562367,0.2323846,0.394680267,0.144759667,S1
486664.5339,240715.7446,191802.9635,107675.5337,112834.7123,60039.24732,70307.01276,39580.99846,0.588486667,0.232341633,0.3946583,0.144763267,S1
486674.9341,240699.9774,191767.7143,107756.6331,112851.7422,60044.9811,70303.13594,39573.35654,0.588685633,0.232371967,0.394576633,0.1447521,S1
486702.0795,240679.7648,191785.3049,107791.052,112845.4352,60066.47969,70301.03639,39565.35592,0.588598167,0.2323457,0.3945908,0.144739567,S1
486672.7916,240752.8943,191844.7846,107727.3809,112800.2559,59990.70637,70294.39462,39567.57572,0.588175833,0.232266167,0.3947385,0.144734667,S1
486677.7549,240837.1814,191824.7084,107787.9841,112770.7133,60033.20534,70299.34709,39564.15649,0.588082933,0.232202433,0.394692767,0.144743433,S1
486657.2647,240875.1701,191846.9979,107812.5469,112783.933,60006.51555,70296.37628,39566.2115,0.588083333,0.232239767,0.3947558,0.144743433,S1
486651.232,240894.3603,191852.2043,107890.3429,112789.1494,59974.17693,70295.16554,39567.65246,0.588094567,0.232253533,0.3947716,0.144742733,S1
486648.2954,240905.3104,192023.1166,107823.1912,112803.3299,59968.79501,70291.732,39569.73291,0.587650133,0.2322844,0.395128867,0.1447365,S1
486638.0896,240935.2359,192287.3985,107865.4462,112825.4315,60039.21265,70283.03637,39567.00644,0.586977333,0.232335267,0.395686267,0.144721533,S1
486655.8399,240917.9211,192405.6563,107985.9309,112812.3312,60076.39725,70277.95275,39564.52509,0.586550167,0.2322994,0.395916933,0.1447056,S1
486636.5765,240949.2743,192407.9106,108122.8896,112873.5656,60067.30987,70286.41309,39553.37391,0.586864233,0.232435867,0.395937433,0.144729,S1
486626.2708,240965.2824,192437.4675,108172.6292,112881.874,60026.48856,70270.58865,39563.61079,0.5868164,0.2324581,0.396007267,0.144699267,S1
486618.2402,240973.2254,192422.6581,108180.9009,112878.8996,60014.60754,70265.98693,39565.91922,0.586846467,0.232455833,0.395983133,0.144692167,S1
486615.2417,240976.6559,192460.888,108136.8058,112882.611,60028.88328,70261.23323,39571.42942,0.5867478,0.232465,0.396064967,0.1446832,S1
486652.794,241017.2119,192503.5115,108211.4287,112908.82,60009.05407,70258.47224,39569.47641,0.586754067,0.232501133,0.3961223,0.144666167,S1
486661.8645,240997.928,192511.6002,108192.6711,112909.1353,59916.80434,70257.45568,39567.9507,0.586730533,0.232497367,0.396131633,0.144661333,S1
486660.8841,240999.0094,192514.7648,108203.9957,112947.1792,59898.33041,70257.99253,39564.28597,0.5869205,0.232576833,0.396139,0.144662733,S1
486661.9398,241006.5903,192528.1131,108202.5302,112965.4226,59897.01563,70253.55506,39572.22349,0.5869745,0.232614167,0.396165833,0.1446532,S1
486675.9665,241005.5829,192523.0433,108222.0781,112955.8927,59908.9951,70254.02614,39569.96647,0.5869403,0.232587567,0.396143767,0.144649933,S1
486710.8341,240976.4585,192481.1669,108297.1274,112985.1612,59874.43291,70254.34203,39576.5106,0.587222433,0.232631367,0.396028133,0.144640033,S1
486709.814,240998.8862,192502.5463,108268.5297,113010.0912,59838.92977,70256.71472,39579.37626,0.587286733,0.2326836,0.396073333,0.144645267,S1
486722.5601,240991.9636,192540.8119,108129.4837,113043.7624,59863.09392,70253.88105,39571.02684,0.587344733,0.232747267,0.396142233,0.144635533,S1
486713.8667,241002.529,192551.1638,108105.1671,113033.0168,59855.05466,70253.65676,39571.29099,0.587256367,0.232729167,0.396170867,0.1446377,S1
486705.4145,241018.3908,192531.2028,108118.0941,113015.9169,59864.38926,70248.87418,39574.64011,0.587228767,0.2326978,0.396136367,0.144630333,S1
486651.6859,240822.1935,192441.7268,108168.2479,112996.6519,59877.89069,70235.15793,39571.25556,0.587401367,0.2326839,0.3959953,0.144618133,S1
481832.9195,238135.2401,191715.957,107711.5769,112930.5556,59753.74759,70171.60993,39516.84068,0.589097967,0.234377,0.397889333,0.1456349,S1
481847.4456,238104.9704,191683.9012,107720.4807,112995.8153,59745.31429,70162.15159,39512.17244,0.589537567,0.234505333,0.397810833,0.145610867,S1
481843.2101,238108.8958,191609.1886,107785.2228,112979.3831,59726.81882,70158.27289,39517.79603,0.589682767,0.234473333,0.397659367,0.1456041,S1
481839.5041,238141.4773,191522.2892,107872.8085,112977.7307,59714.45406,70154.62379,39523.11051,0.5899407,0.2344717,0.397481933,0.145597633,S1
481850.5284,238152.8189,191532.007,107862.8267,112920.004,59745.0806,70157.65978,39527.1068,0.589609033,0.2343466,0.397493033,0.1456006,S1
481833.1281,238206.4767,191532.0163,107884.1432,112933.411,59715.16664,70146.37422,39531.50332,0.589679067,0.234382867,0.3975074,0.145582433,S1
481826.6506,238223.7506,191569.6645,107783.4558,112962.616,59672.30302,70150.91685,39528.80501,0.589715267,0.2344466,0.397590833,0.1455938,S1
481778.9387,238286.7546,191544.2409,107798.6267,112944.7053,59679.89941,70149.82455,39539.49722,0.589699967,0.234432567,0.3975773,0.145605933,S1
481789.3992,238303.9408,191503.8719,107815.9726,112918.8168,59697.83667,70143.39708,39542.90226,0.589688867,0.234373667,0.397484733,0.1455894,S1
